id,code,type,name,fa_name,parent_id,parent_code,country_code
488,IR0931,3,Bajestan,بجستان,468,IR09,IR
489,IR0933,3,Firuzeh,فیروزه,468,IR09,IR
490,IR0932,3,Binalood,بینالود,468,IR09,IR
491,IR0935,3,Zaveh,زاوه,468,IR09,IR
492,IR0934,3,Joghatai,جغتای,468,IR09,IR
493,IR0937,3,Bakharz,باخرز,468,IR09,IR
494,IR0936,3,Joveyn,جوین,468,IR09,IR
495,IR0938,3,Khoshab,خوشاب,468,IR09,IR
496,IR0939,3,Davarzan,داورزن,468,IR09,IR
497,IR0940,3,Salehabad,صالح آباد,468,IR09,IR
498,IR0941,3,Kuhsorkh,کوهسرخ,468,IR09,IR
499,IR0942,3,Zeberkhan,زبرخان,468,IR09,IR
500,IR0943,3,Sheshtamad,ششتمد,468,IR09,IR
501,IR0944,3,Golbahar,گلبهار,468,IR09,IR
